1,1,15.000000
2,1,14.972274
3,1,14.944649
4,1,14.917127
5,1,14.889706
6,1,14.862385
7,1,14.835165
8,1,14.808044
9,1,14.781022
10,1,14.754098
11,1,14.727273
12,1,14.700544
13,1,14.673913
14,1,14.647378
15,1,14.620939
16,1,14.594595
17,1,14.568345
18,1,14.542190
19,1,14.516129
20,1,14.490161
21,1,14.464286
22,1,14.438503
23,1,14.412811
24,1,14.387211
25,1,14.361702
26,1,14.336283
27,1,14.310954
28,1,14.285714
29,1,14.260563
30,1,14.235501
31,1,14.210526
32,1,14.185639
33,1,14.160839
34,1,14.136126
35,1,14.111498
36,1,14.086957
37,1,14.062500
38,1,14.038128
39,1,14.013841
40,1,13.989637
41,1,13.893654
42,1,13.798978
43,1,13.705584
44,1,13.613445
45,1,13.522538
46,1,13.432836
47,1,13.344316
48,1,13.256956
49,1,13.170732
50,1,13.085622
51,1,13.001605
52,1,12.918660
53,1,12.836767
54,1,12.755906
55,1,12.676056
56,1,12.597201
57,1,12.519320
58,1,12.442396
59,1,12.366412
60,1,12.291351
61,1,12.217195
62,1,12.143928
63,1,12.071535
64,1,12.000000
65,1,11.929308
66,1,11.859444
67,1,11.790393
68,1,11.722142
69,1,11.654676
70,1,11.587983
71,1,11.522048
72,1,11.456860
73,1,11.392405
74,1,11.328671
75,1,11.265647
76,1,11.203320
77,1,11.141678
78,1,11.080711
79,1,11.020408
80,1,10.960758
81,1,10.843373
82,1,10.728477
83,1,10.615990
84,1,10.505837
85,1,10.397946
86,1,10.292249
87,1,10.188679
88,1,10.087173
89,1,9.987670
90,1,9.890110
91,1,9.794438
92,1,9.782609
93,1,9.770808
94,1,9.747292
95,1,9.735577
96,1,9.723890
97,1,9.700599
98,1,9.688995
99,1,9.665871
100,1,9.654350
101,1,9.642857
102,1,9.619952
103,1,9.608541
104,1,9.585799
105,1,9.574468
106,1,9.563164
107,1,9.540636
108,1,9.529412
109,1,9.507042
110,1,9.495897
111,1,9.484778
112,1,9.462617
113,1,9.451575
114,1,9.429569
115,1,9.418605
116,1,9.407666
117,1,9.385863
118,1,9.375000
119,1,9.353349
120,1,9.342561
121,1,9.310345
122,1,9.278351
123,1,9.246575
124,1,9.215017
125,1,9.183673
126,1,9.152542
127,1,9.121622
128,1,9.090909
129,1,9.060403
130,1,9.030100
131,1,9.000000
132,1,8.970100
133,1,8.940397
134,1,8.910891
135,1,8.881579
136,1,8.852459
137,1,8.823529
138,1,8.794788
139,1,8.766234
140,1,8.737864
141,1,8.709677
142,1,8.681672
143,1,8.653846
144,1,8.626198
145,1,8.598726
146,1,8.571429
147,1,8.544304
148,1,8.517350
149,1,8.490566
150,1,8.463950
151,1,8.437500
152,1,8.411215
153,1,8.385093
154,1,8.359133
155,1,8.333333
156,1,8.307692
157,1,8.282209
158,1,8.256881
159,1,8.231707
160,1,8.206687
161,1,8.181818
162,1,8.157100
163,1,8.132530
164,1,8.108108
165,1,8.083832
166,1,8.059701
167,1,8.035714
168,1,8.011869
169,1,7.988166
170,1,7.964602
171,1,7.941176
172,1,7.917889
173,1,7.894737
174,1,7.871720
175,1,7.848837
176,1,7.826087
177,1,7.803468
178,1,7.780980
179,1,7.758621
180,1,7.736390
181,1,7.714286
182,1,7.692308
183,1,7.670455
184,1,7.648725
185,1,7.627119
186,1,7.605634
187,1,7.584270
188,1,7.563025
189,1,7.563025
1,2,16.530612
2,2,16.496945
3,2,16.463415
4,2,16.430020
5,2,16.396761
6,2,16.363636
7,2,16.330645
8,2,16.297787
9,2,16.265060
10,2,16.232465
11,2,16.200000
12,2,16.167665
13,2,16.135458
14,2,16.103380
15,2,16.071429
16,2,16.039604
17,2,16.007905
18,2,15.976331
19,2,15.944882
20,2,15.913556
21,2,15.882353
22,2,15.851272
23,2,15.820312
24,2,15.789474
25,2,15.758755
26,2,15.728155
27,2,15.697674
28,2,15.667311
29,2,15.637066
30,2,15.606936
31,2,15.517241
32,2,15.428571
33,2,15.340909
34,2,15.254237
35,2,15.168539
36,2,15.083799
37,2,15.000000
38,2,14.917127
39,2,14.835165
40,2,14.754098
41,2,14.673913
42,2,14.594595
43,2,14.516129
44,2,14.438503
45,2,14.361702
46,2,14.285714
47,2,14.210526
48,2,14.136126
49,2,14.062500
50,2,13.989637
51,2,13.917526
52,2,13.846154
53,2,13.775510
54,2,13.705584
55,2,13.636364
56,2,13.567839
57,2,13.500000
58,2,13.432836
59,2,13.366337
60,2,13.300493
61,2,13.235294
62,2,13.170732
63,2,13.106796
64,2,13.043478
65,2,12.980769
66,2,12.918660
67,2,12.857143
68,2,12.796209
69,2,12.735849
70,2,12.676056
71,2,12.616822
72,2,12.558140
73,2,12.500000
74,2,12.442396
75,2,12.385321
76,2,12.328767
77,2,12.272727
78,2,12.217195
79,2,12.162162
80,2,12.107623
81,2,12.053571
82,2,12.000000
83,2,11.946903
84,2,11.894273
85,2,11.842105
86,2,11.790393
87,2,11.739130
88,2,11.688312
89,2,11.637931
90,2,11.587983
91,2,11.505682
92,2,11.424542
93,2,11.344538
94,2,11.265647
95,2,11.187845
96,2,11.111111
97,2,11.035422
98,2,10.960758
99,2,10.887097
100,2,10.814419
101,2,10.742706
102,2,10.671937
103,2,10.602094
104,2,10.533160
105,2,10.465116
106,2,10.397946
107,2,10.331633
108,2,10.266160
109,2,10.201511
110,2,10.137672
111,2,10.074627
112,2,10.012361
113,2,9.950860
114,2,9.890110
115,2,9.830097
116,2,9.770808
117,2,9.712230
118,2,9.654350
119,2,9.597156
120,2,9.540636
121,2,9.518214
122,2,9.495897
123,2,9.473684
124,2,9.451575
125,2,9.429569
126,2,9.407666
127,2,9.385863
128,2,9.364162
129,2,9.342561
